id,segment_id,review,aspect,opinion,sentiment
15,3,"and that stately character carries over to the driving experience because now the five series drives last like a larger a3 siri's and more like a smaller seven . if your taste lean more to the luxury side of the spectrum , this isn't necessarily a bad thing . to be clear , the five still grips , breaks and accelerates like a proper bmw . it's just the sensations of doing so have been deluded to some degree . as a result , though , a5 delivers big on comfort , right quality is just a hair further than that of the mercedes e class but still totally comfortable .",brake,proper bmw,pos
15,3,"and that stately character carries over to the driving experience because now the five series drives last like a larger a3 siri's and more like a smaller seven . if your taste lean more to the luxury side of the spectrum , this isn't necessarily a bad thing . to be clear , the five still grips , breaks and accelerates like a proper bmw . it's just the sensations of doing so have been deluded to some degree . as a result , though , a5 delivers big on comfort , right quality is just a hair further than that of the mercedes e class but still totally comfortable .",accelerate,proper bmw,pos
15,3,"and that stately character carries over to the driving experience because now the five series drives last like a larger a3 siri's and more like a smaller seven . if your taste lean more to the luxury side of the spectrum , this isn't necessarily a bad thing . to be clear , the five still grips , breaks and accelerates like a proper bmw . it's just the sensations of doing so have been deluded to some degree . as a result , though , a5 delivers big on comfort , right quality is just a hair further than that of the mercedes e class but still totally comfortable .",sensations,deluded to some degree,neg
15,3,"and that stately character carries over to the driving experience because now the five series drives last like a larger a3 siri's and more like a smaller seven . if your taste lean more to the luxury side of the spectrum , this isn't necessarily a bad thing . to be clear , the five still grips , breaks and accelerates like a proper bmw . it's just the sensations of doing so have been deluded to some degree . as a result , though , a5 delivers big on comfort , right quality is just a hair further than that of the mercedes e class but still totally comfortable .",comfort,big on,pos
15,3,"and that stately character carries over to the driving experience because now the five series drives last like a larger a3 siri's and more like a smaller seven . if your taste lean more to the luxury side of the spectrum , this isn't necessarily a bad thing . to be clear , the five still grips , breaks and accelerates like a proper bmw . it's just the sensations of doing so have been deluded to some degree . as a result , though , a5 delivers big on comfort , right quality is just a hair further than that of the mercedes e class but still totally comfortable .",ride quality,totally comfortable,pos
15,3,"and that stately character carries over to the driving experience because now the five series drives last like a larger a3 siri's and more like a smaller seven . if your taste lean more to the luxury side of the spectrum , this isn't necessarily a bad thing . to be clear , the five still grips , breaks and accelerates like a proper bmw . it's just the sensations of doing so have been deluded to some degree . as a result , though , a5 delivers big on comfort , right quality is just a hair further than that of the mercedes e class but still totally comfortable .",ride quality,hair firmer than mercedes eclass,pos
15,3,"and that stately character carries over to the driving experience because now the five series drives last like a larger a3 siri's and more like a smaller seven . if your taste lean more to the luxury side of the spectrum , this isn't necessarily a bad thing . to be clear , the five still grips , breaks and accelerates like a proper bmw . it's just the sensations of doing so have been deluded to some degree . as a result , though , a5 delivers big on comfort , right quality is just a hair further than that of the mercedes e class but still totally comfortable .",drive,more like a smaller seven,neu
15,3,"and that stately character carries over to the driving experience because now the five series drives last like a larger a3 siri's and more like a smaller seven . if your taste lean more to the luxury side of the spectrum , this isn't necessarily a bad thing . to be clear , the five still grips , breaks and accelerates like a proper bmw . it's just the sensations of doing so have been deluded to some degree . as a result , though , a5 delivers big on comfort , right quality is just a hair further than that of the mercedes e class but still totally comfortable .",taste,not a bad thing for luxury spectrum,pos
15,4,noise suppression is positively top notch .,noise suppression,positively top notch,pos
15,5,"the turning radius is insanely tight , which i'm sure is largely attributed to the rear wheel steering .",turning radius,insanely tight,pos
15,5,"the turning radius is insanely tight , which i'm sure is largely attributed to the rear wheel steering .",seats,more adjustment points,pos
15,6,"and the seats are fantastic , with more adjustment points than most people would know what to do with . if you can't find a position to accommodate your body type , find a new body type .",seats,fantastic,pos
15,6,"and the seats are fantastic , with more adjustment points than most people would know what to do with . if you can't find a position to accommodate your body type , find a new body type .",seats,more adjustment points than most people would know,pos
15,7,"that said , the steering wheel is laughably thick . elsewhere in the cabin , you'll find sun visors that don't slide and instead hit you in the face . an instrument cluster that beautifully mixes physical and digital design elements and ruby rear seats .",sun visors,don't slide,neg
15,7,"that said , the steering wheel is laughably thick . elsewhere in the cabin , you'll find sun visors that don't slide and instead hit you in the face . an instrument cluster that beautifully mixes physical and digital design elements and ruby rear seats .",sun visors,hit you in the face,neg
15,7,"that said , the steering wheel is laughably thick . elsewhere in the cabin , you'll find sun visors that don't slide and instead hit you in the face . an instrument cluster that beautifully mixes physical and digital design elements and ruby rear seats .",steering wheel,laughably thick,neg
15,7,"that said , the steering wheel is laughably thick . elsewhere in the cabin , you'll find sun visors that don't slide and instead hit you in the face . an instrument cluster that beautifully mixes physical and digital design elements and ruby rear seats .",instrument cluster,beautifully mixes physical and digital design elements,pos
15,7,"that said , the steering wheel is laughably thick . elsewhere in the cabin , you'll find sun visors that don't slide and instead hit you in the face . an instrument cluster that beautifully mixes physical and digital design elements and ruby rear seats .",seats,ruby,neu
15,8,"oh , a huge center tunnel takes the shine off that center position behind affordable rear seats . a low , flat floor and vast 18.7 cubic foot capacity make for a supremely usable trying .",center tunnel,huge,neg
15,8,"oh , a huge center tunnel takes the shine off that center position behind affordable rear seats . a low , flat floor and vast 18.7 cubic foot capacity make for a supremely usable trying .",rear seats,foldable,pos
15,8,"oh , a huge center tunnel takes the shine off that center position behind affordable rear seats . a low , flat floor and vast 18.7 cubic foot capacity make for a supremely usable trying .",floor,low,pos
15,8,"oh , a huge center tunnel takes the shine off that center position behind affordable rear seats . a low , flat floor and vast 18.7 cubic foot capacity make for a supremely usable trying .",floor,flat,pos
15,8,"oh , a huge center tunnel takes the shine off that center position behind affordable rear seats . a low , flat floor and vast 18.7 cubic foot capacity make for a supremely usable trying .",boot capacity,vast,pos
15,8,"oh , a huge center tunnel takes the shine off that center position behind affordable rear seats . a low , flat floor and vast 18.7 cubic foot capacity make for a supremely usable trying .",boot capacity,supremely usable,pos
15,9,"at the front of the car sits an engine bay that could be filled with one of four powertrains . nazi . there's a two litre , turbo charged , four cylinder , a3 liter turbocharged inline six a4 60.4 liter turbocharged v8 and a plug in hybrid that blends electric propulsion with a triple charged four cylinder engine to deliver swift acceleration in 16 miles , a pure electric range . following seven hours of charging on a standard household outlet , we will drive a standard across the board with all wheel drive optional , accepting the all wheel drive only m5 50 i . also standard is an eight speed automatic transmission and automatic engine stop start feature that saves fuel when the vehicle is motionless . it can also be turned off if you prefer .",acceleration,swift,pos
15,9,"at the front of the car sits an engine bay that could be filled with one of four powertrains . nazi . there's a two litre , turbo charged , four cylinder , a3 liter turbocharged inline six a4 60.4 liter turbocharged v8 and a plug in hybrid that blends electric propulsion with a triple charged four cylinder engine to deliver swift acceleration in 16 miles , a pure electric range . following seven hours of charging on a standard household outlet , we will drive a standard across the board with all wheel drive optional , accepting the all wheel drive only m5 50 i . also standard is an eight speed automatic transmission and automatic engine stop start feature that saves fuel when the vehicle is motionless . it can also be turned off if you prefer .",range,pure electric,pos
15,9,"at the front of the car sits an engine bay that could be filled with one of four powertrains . nazi . there's a two litre , turbo charged , four cylinder , a3 liter turbocharged inline six a4 60.4 liter turbocharged v8 and a plug in hybrid that blends electric propulsion with a triple charged four cylinder engine to deliver swift acceleration in 16 miles , a pure electric range . following seven hours of charging on a standard household outlet , we will drive a standard across the board with all wheel drive optional , accepting the all wheel drive only m5 50 i . also standard is an eight speed automatic transmission and automatic engine stop start feature that saves fuel when the vehicle is motionless . it can also be turned off if you prefer .",engine stop start feature,saves fuel,pos
15,10,"for those who like a customized driving experience , bmw five . siri's offers various drive modes that operate exactly as you'd expect . no , it is worth mentioning that the ico mode could be a surprisingly fun , and the sport mode is so dedicated . the sporting is it's actually able to tighten the front seat side bolsters and typical german fashion .",drive modes,customized driving experience,pos
15,10,"for those who like a customized driving experience , bmw five . siri's offers various drive modes that operate exactly as you'd expect . no , it is worth mentioning that the ico mode could be a surprisingly fun , and the sport mode is so dedicated . the sporting is it's actually able to tighten the front seat side bolsters and typical german fashion .",drive modes,operate as expected,pos
15,10,"for those who like a customized driving experience , bmw five . siri's offers various drive modes that operate exactly as you'd expect . no , it is worth mentioning that the ico mode could be a surprisingly fun , and the sport mode is so dedicated . the sporting is it's actually able to tighten the front seat side bolsters and typical german fashion .",eco mode,surprisingly fun,pos
15,10,"for those who like a customized driving experience , bmw five . siri's offers various drive modes that operate exactly as you'd expect . no , it is worth mentioning that the ico mode could be a surprisingly fun , and the sport mode is so dedicated . the sporting is it's actually able to tighten the front seat side bolsters and typical german fashion .",sport mode,so dedicated,pos
15,10,"for those who like a customized driving experience , bmw five . siri's offers various drive modes that operate exactly as you'd expect . no , it is worth mentioning that the ico mode could be a surprisingly fun , and the sport mode is so dedicated . the sporting is it's actually able to tighten the front seat side bolsters and typical german fashion .",front seat side bolster,tighten,pos
15,11,"bmw five series could be spectra , a wide range of prices from slightly more than $52,000 well over $80,000 for a loaded in 5 50 i x dr . for the moment , though , let's focus on the cheaper end of the spectrum or even a base 5 30 i include 16 way adjustable front seats , navigation with real time traffic , automatic brake cold , adaptive led headlights and a 12 speaker audio system though a backup camera inexplicably costs extra well , a basic five syriza's a perfectly lovely conveyance .",price,offers wide range,neu
15,11,"bmw five series could be spectra , a wide range of prices from slightly more than $52,000 well over $80,000 for a loaded in 5 50 i x dr . for the moment , though , let's focus on the cheaper end of the spectrum or even a base 5 30 i include 16 way adjustable front seats , navigation with real time traffic , automatic brake cold , adaptive led headlights and a 12 speaker audio system though a backup camera inexplicably costs extra well , a basic five syriza's a perfectly lovely conveyance .",basic five series,perfect lovely conveyance,pos
15,11,"bmw five series could be spectra , a wide range of prices from slightly more than $52,000 well over $80,000 for a loaded in 5 50 i x dr . for the moment , though , let's focus on the cheaper end of the spectrum or even a base 5 30 i include 16 way adjustable front seats , navigation with real time traffic , automatic brake cold , adaptive led headlights and a 12 speaker audio system though a backup camera inexplicably costs extra well , a basic five syriza's a perfectly lovely conveyance .",front seats,16 way adjustable,neu
15,11,"bmw five series could be spectra , a wide range of prices from slightly more than $52,000 well over $80,000 for a loaded in 5 50 i x dr . for the moment , though , let's focus on the cheaper end of the spectrum or even a base 5 30 i include 16 way adjustable front seats , navigation with real time traffic , automatic brake cold , adaptive led headlights and a 12 speaker audio system though a backup camera inexplicably costs extra well , a basic five syriza's a perfectly lovely conveyance .",headlights,adaptive led,neu
15,12,"pricier versions and the option sheet reveal a plethora of automotive delights . standouts include ventilated , massaging front seats that keep you from getting store by nudging you around like one of those goofball for derides , a system that parks itself using the key fob passive entry .",pricier versions,plethora of automotive delights,pos
15,12,"pricier versions and the option sheet reveal a plethora of automotive delights . standouts include ventilated , massaging front seats that keep you from getting store by nudging you around like one of those goofball for derides , a system that parks itself using the key fob passive entry .",front seats,massaging,pos
15,12,"pricier versions and the option sheet reveal a plethora of automotive delights . standouts include ventilated , massaging front seats that keep you from getting store by nudging you around like one of those goofball for derides , a system that parks itself using the key fob passive entry .",front seats,ventilated,pos
15,13,"glorious sounding , premium audio systems ended , adaptive staring system that works well until it doesn't . we encountered a few instances where the system was behaving normally and surprise , it decided all on its own , and it just didn't wanna work anymore . and we ran into a chicken coop that it happened .",audio systems,glorious sounding,pos
15,13,"glorious sounding , premium audio systems ended , adaptive staring system that works well until it doesn't . we encountered a few instances where the system was behaving normally and surprise , it decided all on its own , and it just didn't wanna work anymore . and we ran into a chicken coop that it happened .",audio systems,premium,pos
15,13,"glorious sounding , premium audio systems ended , adaptive staring system that works well until it doesn't . we encountered a few instances where the system was behaving normally and surprise , it decided all on its own , and it just didn't wanna work anymore . and we ran into a chicken coop that it happened .",steering system,adaptive,pos
15,13,"glorious sounding , premium audio systems ended , adaptive staring system that works well until it doesn't . we encountered a few instances where the system was behaving normally and surprise , it decided all on its own , and it just didn't wanna work anymore . and we ran into a chicken coop that it happened .",steering system,works well until it doesn't,neg
15,14,"but we could have if that doesn't turn you off . a5 . siri's can also be equipped with additional advance safety technology like blind spot monitoring for collision warning with automatic braking and a side collision avoidance system that automatically steers you away from vehicles that drift into your lane . like , for example , another five . siri's equipped with adaptive steering , further personalized a5 .",safety technology,advanced,pos
15,14,"but we could have if that doesn't turn you off . a5 . siri's can also be equipped with additional advance safety technology like blind spot monitoring for collision warning with automatic braking and a side collision avoidance system that automatically steers you away from vehicles that drift into your lane . like , for example , another five . siri's equipped with adaptive steering , further personalized a5 .",side collision avoidance system,automatically steers you away,pos
15,14,"but we could have if that doesn't turn you off . a5 . siri's can also be equipped with additional advance safety technology like blind spot monitoring for collision warning with automatic braking and a side collision avoidance system that automatically steers you away from vehicles that drift into your lane . like , for example , another five . siri's equipped with adaptive steering , further personalized a5 .",adaptive steering,further personalized,pos
15,15,"siri's interior could be outfitted with numerous upholstery in trim themes , know whichever you choose real interior centerpieces .",trim,numerous upholstery,pos
15,15,"siri's interior could be outfitted with numerous upholstery in trim themes , know whichever you choose real interior centerpieces .",interior,real centrepieces,pos
15,16,"this i drive , which has been completely revamped and now features a large tiled main menu along with your sub menus . overall , a touch screen in addition to the simplified remote gesture control , which i totally thought was a gimmick until it started using it .",i drive,completely revamped,pos
15,16,"this i drive , which has been completely revamped and now features a large tiled main menu along with your sub menus . overall , a touch screen in addition to the simplified remote gesture control , which i totally thought was a gimmick until it started using it .",i drive,touch screen,neu
15,16,"this i drive , which has been completely revamped and now features a large tiled main menu along with your sub menus . overall , a touch screen in addition to the simplified remote gesture control , which i totally thought was a gimmick until it started using it .",remote gesture control,simplified,pos
15,17,now i can change tracks and adjust volume while looking like a crazy person to everyone around me .,-,-,-
15,18,to the delight of the habitually tangled .,-,-,-
15,19,"i drive also includes wireless apple carplay that works in nearly as good as the tether solution , but it does cost $3 at the moment .",apple carplay,works nearly as good as the tether solution,pos
15,20,"bmw it has a review of plans . dad , android auto . hey , perhaps , um , unrelated technology and distracted from that fact .",android auto,unrelated technology,neg
15,21,coolest camera system ever .,camera system,coolest,pos
15,22,"yeah , what , he said .",-,-,-
15,23,"if you're thinking about buying a bmw five siri's , you might also investigate the well rounded audi a6 intensively , sweetest of although s90 , where the resale value leading lexus gs , each boasting a lower starting price in the five siris . if , on the other hand , you're willing to spend slightly more , we're big fans of the mercedes-benz e class , which feels a lot like the flagship s class , but smaller .",audi a6,well rounded,pos
15,23,"if you're thinking about buying a bmw five siri's , you might also investigate the well rounded audi a6 intensively , sweetest of although s90 , where the resale value leading lexus gs , each boasting a lower starting price in the five siris . if , on the other hand , you're willing to spend slightly more , we're big fans of the mercedes-benz e class , which feels a lot like the flagship s class , but smaller .",s90,sweetest,pos
15,23,"if you're thinking about buying a bmw five siri's , you might also investigate the well rounded audi a6 intensively , sweetest of although s90 , where the resale value leading lexus gs , each boasting a lower starting price in the five siris . if , on the other hand , you're willing to spend slightly more , we're big fans of the mercedes-benz e class , which feels a lot like the flagship s class , but smaller .",price,higher starting price,neg
15,23,"if you're thinking about buying a bmw five siri's , you might also investigate the well rounded audi a6 intensively , sweetest of although s90 , where the resale value leading lexus gs , each boasting a lower starting price in the five siris . if , on the other hand , you're willing to spend slightly more , we're big fans of the mercedes-benz e class , which feels a lot like the flagship s class , but smaller .",mercedes benz e class,lot like flag ship sclass,neu
15,23,"if you're thinking about buying a bmw five siri's , you might also investigate the well rounded audi a6 intensively , sweetest of although s90 , where the resale value leading lexus gs , each boasting a lower starting price in the five siris . if , on the other hand , you're willing to spend slightly more , we're big fans of the mercedes-benz e class , which feels a lot like the flagship s class , but smaller .",mercedes benz e class,big fans,pos
15,23,"if you're thinking about buying a bmw five siri's , you might also investigate the well rounded audi a6 intensively , sweetest of although s90 , where the resale value leading lexus gs , each boasting a lower starting price in the five siris . if , on the other hand , you're willing to spend slightly more , we're big fans of the mercedes-benz e class , which feels a lot like the flagship s class , but smaller .",mercedes benz e class,smaller,neg
15,24,"that concept sounds familiar , though it may not be is engaging in some of its early predecessors .",mercedes benz e class,similar concept as early predecessors,neu
15,24,"that concept sounds familiar , though it may not be is engaging in some of its early predecessors .",mercedes benz e class,not as engaging,neg
15,25,a7 generation five siri's represents a huge leap forward in terms of technology and interior sophistication .,technology,huge leap forward,pos
15,25,a7 generation five siri's represents a huge leap forward in terms of technology and interior sophistication .,interior sophistication,huge leap forward,pos
15,26,"with a pedigree spanning nearly four decades , it's refreshing to see a legacy nameplate embracing change for all the right reasons .",nameplate,embracing change,pos
15,26,"with a pedigree spanning nearly four decades , it's refreshing to see a legacy nameplate embracing change for all the right reasons .",nameplate,refreshing,pos
15,27,metallica .,-,-,-
16,1,"a8 seeing as the rest of bmw scoops have been assigned unique identities , it was only a matter of time before the three siri's line followed suit . enter the bmw four siri's , the new name played under which the three siri's coupe convertible and high performance m four variant will exist for the foreseeable future while sharing most major mechanicals and feature content with its four door counterparts , the new four siri's takes on a character all its own , lower , longer and wider than his predecessor . before siri's puts amore aggressively sophisticated spin on classic bmw design .",character,all on its own,pos
16,1,"a8 seeing as the rest of bmw scoops have been assigned unique identities , it was only a matter of time before the three siri's line followed suit . enter the bmw four siri's , the new name played under which the three siri's coupe convertible and high performance m four variant will exist for the foreseeable future while sharing most major mechanicals and feature content with its four door counterparts , the new four siri's takes on a character all its own , lower , longer and wider than his predecessor . before siri's puts amore aggressively sophisticated spin on classic bmw design .",height,lower,neu
16,1,"a8 seeing as the rest of bmw scoops have been assigned unique identities , it was only a matter of time before the three siri's line followed suit . enter the bmw four siri's , the new name played under which the three siri's coupe convertible and high performance m four variant will exist for the foreseeable future while sharing most major mechanicals and feature content with its four door counterparts , the new four siri's takes on a character all its own , lower , longer and wider than his predecessor . before siri's puts amore aggressively sophisticated spin on classic bmw design .",length,longer,neu
16,1,"a8 seeing as the rest of bmw scoops have been assigned unique identities , it was only a matter of time before the three siri's line followed suit . enter the bmw four siri's , the new name played under which the three siri's coupe convertible and high performance m four variant will exist for the foreseeable future while sharing most major mechanicals and feature content with its four door counterparts , the new four siri's takes on a character all its own , lower , longer and wider than his predecessor . before siri's puts amore aggressively sophisticated spin on classic bmw design .",car,wider,neu
16,1,"a8 seeing as the rest of bmw scoops have been assigned unique identities , it was only a matter of time before the three siri's line followed suit . enter the bmw four siri's , the new name played under which the three siri's coupe convertible and high performance m four variant will exist for the foreseeable future while sharing most major mechanicals and feature content with its four door counterparts , the new four siri's takes on a character all its own , lower , longer and wider than his predecessor . before siri's puts amore aggressively sophisticated spin on classic bmw design .",design,more aggressively sophisticated spin,pos
16,1,"a8 seeing as the rest of bmw scoops have been assigned unique identities , it was only a matter of time before the three siri's line followed suit . enter the bmw four siri's , the new name played under which the three siri's coupe convertible and high performance m four variant will exist for the foreseeable future while sharing most major mechanicals and feature content with its four door counterparts , the new four siri's takes on a character all its own , lower , longer and wider than his predecessor . before siri's puts amore aggressively sophisticated spin on classic bmw design .",car,convertible,neu
16,1,"a8 seeing as the rest of bmw scoops have been assigned unique identities , it was only a matter of time before the three siri's line followed suit . enter the bmw four siri's , the new name played under which the three siri's coupe convertible and high performance m four variant will exist for the foreseeable future while sharing most major mechanicals and feature content with its four door counterparts , the new four siri's takes on a character all its own , lower , longer and wider than his predecessor . before siri's puts amore aggressively sophisticated spin on classic bmw design .",performance,high,pos
16,2,"styling cues consist of an elongated hood , specially designed fender vents that reduce drag in a sweeping roof line that flows into a short deck lid and near fastback fashion .",hood,elongated,neu
16,2,"styling cues consist of an elongated hood , specially designed fender vents that reduce drag in a sweeping roof line that flows into a short deck lid and near fastback fashion .",vents,specially designed,pos
16,2,"styling cues consist of an elongated hood , specially designed fender vents that reduce drag in a sweeping roof line that flows into a short deck lid and near fastback fashion .",vents,reduce drag,pos
16,2,"styling cues consist of an elongated hood , specially designed fender vents that reduce drag in a sweeping roof line that flows into a short deck lid and near fastback fashion .",roofline,sweeping,neg
16,2,"styling cues consist of an elongated hood , specially designed fender vents that reduce drag in a sweeping roof line that flows into a short deck lid and near fastback fashion .",deck lid,short,neu
16,3,"this low slung stance also use the lowest centre of gravity of any vehicle in bmws current lineup . all that , said the fours head turning exterior design is counteracted by its interior shortcomings .",stance,low,neu
16,3,"this low slung stance also use the lowest centre of gravity of any vehicle in bmws current lineup . all that , said the fours head turning exterior design is counteracted by its interior shortcomings .",centre of gravity,lowest,pos
16,3,"this low slung stance also use the lowest centre of gravity of any vehicle in bmws current lineup . all that , said the fours head turning exterior design is counteracted by its interior shortcomings .",exterior design,head turning,pos
16,3,"this low slung stance also use the lowest centre of gravity of any vehicle in bmws current lineup . all that , said the fours head turning exterior design is counteracted by its interior shortcomings .",interior,shortcoming,neg
16,4,"cabin layout , well elegant and ergonomically sound is marked by a glaring absence of basic creature comforts . chief among them are visors that don't extend lack of passive entry and a sink function for the dual zone climate control system . despite a starting president early $41,000 the entry level for 28 i still doesn't include a backup camera lumbar support for the driver's seat , where bluetooth audio streaming a standard fare .",cabin layout,elegant,pos
16,4,"cabin layout , well elegant and ergonomically sound is marked by a glaring absence of basic creature comforts . chief among them are visors that don't extend lack of passive entry and a sink function for the dual zone climate control system . despite a starting president early $41,000 the entry level for 28 i still doesn't include a backup camera lumbar support for the driver's seat , where bluetooth audio streaming a standard fare .",cabin layout,ergonomically sound,pos
16,4,"cabin layout , well elegant and ergonomically sound is marked by a glaring absence of basic creature comforts . chief among them are visors that don't extend lack of passive entry and a sink function for the dual zone climate control system . despite a starting president early $41,000 the entry level for 28 i still doesn't include a backup camera lumbar support for the driver's seat , where bluetooth audio streaming a standard fare .",cabin layout,glaring absence of basic creature comforts,neg
16,5,"to put our grievances into perspective , we're well aware of the fact that bmw built cars for profit . but nickel and dime ing car shoppers for common features is a strategy best left to exotic car makers .",-,-,-
16,6,"on a more positive note , the four siri's holds a clear advantage over the competition . when it comes to driving dynamics , the suspension and chassis work together harmoniously to deliver the impeccably balance ride and handling package for which bmw is renowned when noise makes it self evident at highway speeds but overall ride qualities befitting of a car from the class above . on the track , our end sport equipped for 28 i performed . as expected , the brakes were easy to modulate and held up well , given the race type conditions , feedback and response from the electric assisted steering was also noticeably better than that of the audi a5 mercedes-benz c class coupe . though it took some effort detained the fourth inclination towards understeer .",driving dynamics,clear advantage,pos
16,6,"on a more positive note , the four siri's holds a clear advantage over the competition . when it comes to driving dynamics , the suspension and chassis work together harmoniously to deliver the impeccably balance ride and handling package for which bmw is renowned when noise makes it self evident at highway speeds but overall ride qualities befitting of a car from the class above . on the track , our end sport equipped for 28 i performed . as expected , the brakes were easy to modulate and held up well , given the race type conditions , feedback and response from the electric assisted steering was also noticeably better than that of the audi a5 mercedes-benz c class coupe . though it took some effort detained the fourth inclination towards understeer .",ride,impeccably balanced,pos
16,6,"on a more positive note , the four siri's holds a clear advantage over the competition . when it comes to driving dynamics , the suspension and chassis work together harmoniously to deliver the impeccably balance ride and handling package for which bmw is renowned when noise makes it self evident at highway speeds but overall ride qualities befitting of a car from the class above . on the track , our end sport equipped for 28 i performed . as expected , the brakes were easy to modulate and held up well , given the race type conditions , feedback and response from the electric assisted steering was also noticeably better than that of the audi a5 mercedes-benz c class coupe . though it took some effort detained the fourth inclination towards understeer .",handling package,renowned,pos
16,6,"on a more positive note , the four siri's holds a clear advantage over the competition . when it comes to driving dynamics , the suspension and chassis work together harmoniously to deliver the impeccably balance ride and handling package for which bmw is renowned when noise makes it self evident at highway speeds but overall ride qualities befitting of a car from the class above . on the track , our end sport equipped for 28 i performed . as expected , the brakes were easy to modulate and held up well , given the race type conditions , feedback and response from the electric assisted steering was also noticeably better than that of the audi a5 mercedes-benz c class coupe . though it took some effort detained the fourth inclination towards understeer .",ride quality,befitting of a car,pos
16,6,"on a more positive note , the four siri's holds a clear advantage over the competition . when it comes to driving dynamics , the suspension and chassis work together harmoniously to deliver the impeccably balance ride and handling package for which bmw is renowned when noise makes it self evident at highway speeds but overall ride qualities befitting of a car from the class above . on the track , our end sport equipped for 28 i performed . as expected , the brakes were easy to modulate and held up well , given the race type conditions , feedback and response from the electric assisted steering was also noticeably better than that of the audi a5 mercedes-benz c class coupe . though it took some effort detained the fourth inclination towards understeer .",noise,makes itself evident at high speed,neg
16,6,"on a more positive note , the four siri's holds a clear advantage over the competition . when it comes to driving dynamics , the suspension and chassis work together harmoniously to deliver the impeccably balance ride and handling package for which bmw is renowned when noise makes it self evident at highway speeds but overall ride qualities befitting of a car from the class above . on the track , our end sport equipped for 28 i performed . as expected , the brakes were easy to modulate and held up well , given the race type conditions , feedback and response from the electric assisted steering was also noticeably better than that of the audi a5 mercedes-benz c class coupe . though it took some effort detained the fourth inclination towards understeer .",suspension,work harmoniously,pos
16,6,"on a more positive note , the four siri's holds a clear advantage over the competition . when it comes to driving dynamics , the suspension and chassis work together harmoniously to deliver the impeccably balance ride and handling package for which bmw is renowned when noise makes it self evident at highway speeds but overall ride qualities befitting of a car from the class above . on the track , our end sport equipped for 28 i performed . as expected , the brakes were easy to modulate and held up well , given the race type conditions , feedback and response from the electric assisted steering was also noticeably better than that of the audi a5 mercedes-benz c class coupe . though it took some effort detained the fourth inclination towards understeer .",chassis,work harmoniously,pos
16,6,"on a more positive note , the four siri's holds a clear advantage over the competition . when it comes to driving dynamics , the suspension and chassis work together harmoniously to deliver the impeccably balance ride and handling package for which bmw is renowned when noise makes it self evident at highway speeds but overall ride qualities befitting of a car from the class above . on the track , our end sport equipped for 28 i performed . as expected , the brakes were easy to modulate and held up well , given the race type conditions , feedback and response from the electric assisted steering was also noticeably better than that of the audi a5 mercedes-benz c class coupe . though it took some effort detained the fourth inclination towards understeer .",brakes,easy to modulate,pos
